gene_symbol	MTI_continuous	GNN_EXERCISE_SUP_MTI_MULTI_pred	GNN_EXERCISE_SUP_MTI_MULTI_multi_prob	GNN_EXERCISE_SUP_MTI_MULTI_rank_MTIonly	GNN_EXERCISE_SUP_MTI_MULTI_rank_MTIonly_scaled	GNN_EXERCISE_SUP_MTI_MULTI_hybrid_score	GNN_EXERCISE_SUP_MTI_MULTI_rank	GNN_EXERCISE_SUP_MTI_MULTI_rank_scaled	MR_nominal_any
ARL17B	38.5171043355387	33.401703	0.995389	1	1.0	13.483332	1	1.0	True
LRRC37A2	13.5154462310465	12.638831	0.99992776	3	0.9993370898243288	8.781119	3	0.9993370898243288	True
LINC02210	17.2101068939265	12.487545	0.9814866	4	0.9990056347364932	8.632625	4	0.9990056347364932	True
FAM215B	14.9591297054248	11.019109	0.9782413	11	0.996685449121644	8.278013	5	0.9986741796486576	True
MGAT3	12.2495126375238	11.633102	0.9420145	7	0.9980112694729865	8.193893	7	0.9980112694729865	True
TNFRSF13B	10.3373043351176	11.633102	0.9420145	6	0.998342724560822	8.193893	8	0.9976798143851509	True
RUNX3	12.2495126375238	11.633102	0.9420145	9	0.9973483592973152	8.193893	9	0.9973483592973152	True
RUNX1	12.2495126375238	11.633102	0.9420145	8	0.9976798143851509	8.193893	10	0.9970169042094796	True
ST6GAL1	12.3326659655218	11.360442	0.94811344	10	0.9970169042094796	8.169487	11	0.996685449121644	True
C2	12.346873477862	10.952428	0.952806	13	0.9960225389459728	8.105548	12	0.9963539940338084	True
B4GALT1	11.577645724859	10.952428	0.952806	14	0.9956910838581372	8.105548	13	0.9960225389459728	True
HIVEP2	11.577645724859	10.974451	0.9513837	12	0.9963539940338084	8.10177	14	0.9956910838581372	True
KANSL1	11.0330778166377	8.63153	0.96131945	35	0.9887305270135897	7.629433	15	0.9953596287703016	True
SERPINA1	7.39235605457556	7.9719267	0.95934427	58	0.9811070599933709	7.4669466	16	0.995028173682466	True
NSFP1	10.9559527200256	7.131909	0.97932625	102	0.9665230361286046	7.3991256	17	0.9946967185946304	True
NRBP1	6.38465141319341	7.7754426	0.9489801	74	0.9758037785880014	7.3580976	18	0.9943652635067949	True
GRAMD1B	4.92140776023704	7.7754426	0.9489801	73	0.9761352336758369	7.3580976	19	0.9940338084189593	True
HEXIM1	-8.03234181072612	7.142048	0.9612289	100	0.9671859463042758	7.289533	20	0.9937023533311237	True
DIPK1A	7.52474926623193	6.30297	0.9658806	144	0.9526019224395095	7.127134	22	0.9930394431554525	True
HP	9.26775791441855	5.985988	0.9668666	156	0.9486244613854823	7.061015	23	0.9927079880676168	True
FMNL1-DT	3.44004086002295	2.2144551	0.97111994	543	0.8203513423931057	6.22807	26	0.99171362280411	True
MAP3K14	2.82895367994636	2.2144556	0.97111994	542	0.8206827974809413	6.22807	27	0.9913821677162744	True
C3	-2.41235756343544	2.0768607	0.96568066	565	0.8130593304607225	6.1630898	28	0.9910507126284388	True
B3GAT1	4.67338035032511	1.7258297	0.975382	622	0.7941663904540934	6.143103	29	0.9907192575406032	True
NMT1	-4.67876398020242	1.8747612	0.9655821	591	0.8044414981769971	6.1164365	30	0.9903878024527677	True
DCAKD	2.12137225925567	0.50147986	0.9772036	841	0.7215777262180975	5.8754306	31	0.9900563473649321	True
GOSR2	4.11906559041021	1.8874509	0.9190175	590	0.8047729532648327	5.8314037	32	0.9897248922770965	True
BCL7B	-0.580427935551045	-0.037985608	0.96926683	1050	0.6523036128604575	5.7034516	33	0.9893934371892609	True
MGAT5B	-0.148457143399578	-0.037985608	0.96926683	1051	0.6519721577726219	5.7034516	34	0.9890619821014253	True
CRHR1	0.511236991286704	0.035380706	0.95693654	1019	0.662578720583361	5.6439238	35	0.9887305270135897	True
CCPG1	1.74306512081887	3.3770657	0.8208687	385	0.8727212462711302	5.563888	36	0.988399071925754	True
PDK1	0.0	-0.43897444	0.9508263	1206	0.600596619158104	5.498073	37	0.9880676168379184	True
C17orf69	0.0	0.47941613	0.9119764	854	0.7172688100762347	5.467083	38	0.9877361617500828	True
C17orf46	0.0	0.26611465	0.91893446	932	0.691415313225058	5.4615116	39	0.9874047066622472	True
KLC2	0.0	-0.75758505	0.95615065	1286	0.5740802121312563	5.4584084	40	0.9870732515744116	True
PLEKHM1	-4.26636717952285	-2.248794	0.9986375	1652	0.4527676499834272	5.381385	43	0.9860788863109049	True
MRFAP1	0.0	-0.8321816	0.9454189	1303	0.568445475638051	5.3750553	45	0.9854159761352337	True
C17orf58	0.0	0.621406	0.8916019	810	0.731852833941001	5.37345	46	0.9850845210473981	True
SLC25A40	0.0	-1.1061262	0.9545959	1358	0.5502154458070931	5.369389	47	0.9847530659595625	True
DBF4	0.0	-1.1061262	0.9545959	1357	0.5505469008949287	5.369389	48	0.9844216108717269	True
TMEM161B	0.809108060598194	1.981778	0.8404011	573	0.8104076897580378	5.3667836	49	0.9840901557838913	True
SH3D20	0.0	1.2565234	0.86222297	704	0.7669870732515744	5.336485	50	0.9837587006960556	True
RAB1B	0.0	-1.3544594	0.9554158	1432	0.5256877693072589	5.3178816	51	0.98342724560822	True
SLC30A4	0.0	-1.2419662	0.95028514	1392	0.5389459728206828	5.3117857	52	0.9830957905203845	True
KIAA1267	0.0	0.4947062	0.88343865	844	0.7205833609545906	5.2941084	53	0.9827643354325489	True
C15orf21	0.0	0.7386277	0.87054425	785	0.740139211136891	5.269949	54	0.9824328803447133	True
IMP5	0.0	0.28404427	0.8774087	926	0.6934040437520715	5.2088294	55	0.9821014252568777	True
RP11-136O12	-1.31387607498363	-1.9527196	0.9579449	1582	0.47596950613191913	5.1972227	56	0.9817699701690421	True
LOC100128977	0.0	0.3085631	0.8606723	914	0.6973815048060987	5.1109285	58	0.9811070599933709	True
MAPT	-5.05272478765307	-2.588055	0.9663559	1756	0.418296320848525	5.1044865	59	0.9807756049055353	True
OSBPL2	-0.0141040653457948	-2.334087	0.95643234	1680	0.44348690752403047	5.1009855	60	0.9804441498176997	True
HEXIM2-AS1	-3.84459904689836	-2.7690418	0.9618461	1796	0.4050381173351011	5.035367	61	0.9801126947298641	True
FMNL1	0.134426678101667	-1.8454449	0.9233809	1551	0.48624461385482265	5.0079417	62	0.9797812396420285	True
LOC100133991	0.0	-0.16272338	0.8527131	1105	0.6340735830294995	4.9543443	64	0.9791183294663574	True
PLEKHM1P	0.0	0.8781607	0.8100446	757	0.7494199535962877	4.927649	65	0.9787868743785217	True
ARHGAP27	-4.8931986704361	-4.043195	0.98422354	2214	0.26648989061982103	4.8834515	66	0.9784554192906861	True
CCDC43	0.678797377411107	-0.951454	0.8654199	1323	0.5618163738813391	4.853223	67	0.9781239642028505	True
LOC645323	0.0	-0.2287252	0.8360426	1130	0.6257872058336096	4.836228	68	0.9777925091150149	True
TMEM121	-3.62436959186063	-3.969193	0.9669871	2194	0.273118992376533	4.793732	69	0.9774610540271793	True
NPEPPS	0.741363667929068	1.3020244	0.77230537	694	0.7703016241299304	4.790862	70	0.9771295989393437	True
LOC100130148	0.0	-0.40755635	0.8328564	1195	0.6042426251242956	4.7757854	71	0.9767981438515081	True
MGC57346	0.0	0.17021976	0.8014437	970	0.6788200198873052	4.7131815	72	0.9764666887636725	True
SIRT1	-5.40726625540609	-5.4759693	0.999311	2503	0.1706993702353331	4.650322	73	0.9761352336758369	True
RSL24D1	0.862358744161329	0.24138804	0.77851176	942	0.688100762346702	4.5875998	74	0.9758037785880014	True
PIGB	0.45002582114391	0.23684882	0.77853906	943	0.6877693072588664	4.586735	75	0.9754723235001658	True
CACNA2D4	3.63036585812775e-05	-0.3684669	0.7960751	1177	0.6102088167053364	4.55726	76	0.9751408684123302	True
ZNF280D	0.457075115958968	0.23665093	0.7675928	944	0.6874378521710308	4.5190053	78	0.974477958236659	True
TEX9	-0.0001291527699839	-0.3031274	0.7817671	1153	0.6181637388133908	4.4836745	79	0.9741465031488233	True
TBX21	4.02959314028038e-06	-0.3031273	0.7817671	1152	0.6184951939012264	4.4836745	80	0.9738150480609877	True
RAB27A	0.197266594429471	-0.06481783	0.76968634	1062	0.6483261518064303	4.4632688	82	0.9731521378853165	True
ADIPOR2	0.482482498915281	-0.065928	0.76968765	1064	0.6476632416307591	4.463024	83	0.9728206827974809	True
CDC27	-1.70382096452399	0.45743978	0.7455452	860	0.7152800795492211	4.4329786	84	0.9724892277096453	True
MGAT5	-4.74280275393894	-5.539968	0.96607924	2512	0.16771627444481274	4.430259	85	0.9721577726218097	True
PIGBOS1	0.249795914134165	-0.101975635	0.76288646	1081	0.6420285051375538	4.412757	86	0.9718263175339742	True
KPNB1-DT	-0.0512002194439121	-0.170653	0.7637149	1107	0.6334106728538283	4.4022336	87	0.9714948624461386	True
MRPL45P2	-0.0527103293716764	-0.1708156	0.7637174	1108	0.6330792177659927	4.4022117	88	0.971163407358303	True
EFCAB13	-0.0985005591111077	-0.3714921	0.7644758	1179	0.6095459065296652	4.3611827	89	0.9708319522704674	True
FKBP4	-1.15135962948679	-0.71637416	0.7655713	1275	0.5777262180974478	4.289384	90	0.9705004971826318	True
TULP3	-0.322666590512242	-0.6706786	0.76385325	1266	0.5807093138879682	4.2891707	91	0.9701690420947962	True
RHNO1	-0.856571175302502	-0.69108	0.76448584	1271	0.5790520384487902	4.288435	92	0.9698375870069605	True
FCGR3B	-18.4164260832919	-6.9184523	0.9638864	2714	0.10076234670202187	4.1026483	93	0.9695061319191249	True
HNF1A	-10.151590068055	-6.9184523	0.9638864	2715	0.10043089161418628	4.1026483	94	0.9691746768312893	True
FUT6	-12.716170524775	-6.954831	0.96367544	2716	0.10009943652635069	4.0930557	95	0.9688432217434537	True
MAX	-6.26888685092889	-7.4671516	0.9619329	2766	0.08352668213457076	3.9655628	97	0.9681803115677826	True
FUT8	-0.377805568771946	-7.4671516	0.9619329	2764	0.08418959231024196	3.9655628	98	0.967848856479947	True
KPNB1	-0.834082974181088	-1.6076418	0.74177635	1495	0.5048060987736162	3.9392	99	0.9675174013921114	True
IKZF1	-10.409647957334	-7.572419	0.9611443	2776	0.08021213125621478	3.9367042	100	0.9671859463042758	True
SFTPD	0.0	1.365558	0.6313364	684	0.7736161750082864	3.9336796	101	0.9668544912164402	True
C5	3.62211027531318	2.5128386	0.58092445	497	0.8355982764335432	3.8833447	102	0.9665230361286046	True
ITFG2	-1.25200843058347	-1.7999192	0.7335659	1538	0.49055352999668544	3.844627	103	0.966191581040769	True
HIGD1B	-5.15417823630664	-6.9156995	0.9119698	2712	0.10142525687769308	3.7822585	104	0.9658601259529334	True
SIRT2	0.0190101917993457	-2.5588326	0.6859735	1744	0.4222737819025522	3.3774493	105	0.9655286708650977	True
DSG4	0.0	8.130635	0.28465694	53	0.9827643354325489	3.3312957	106	0.9651972157772621	True
SCRG1	11.695128109785	10.026618	0.18842812	16	0.995028173682466	3.168232	107	0.9648657606894265	True
RTN4R	15.3379072269733	9.8663435	0.18015973	18	0.9943652635067949	3.0805914	108	0.964534305601591	True
GP1BA	11.6209088571342	8.946385	0.2063492	31	0.9900563473649321	3.032941	109	0.9642028505137554	True
GPATCH8	-5.76466338748187	-8.934827	0.8626022	2889	0.04275770633079218	3.0169969	110	0.9638713954259198	True
MAN2B2	0.0	9.141165	0.18887354	27	0.9913821677162744	2.9692588	111	0.9635399403380842	True
CPQ	12.0815471518088	9.912286	0.15988816	17	0.9946967185946304	2.9657125	112	0.9632084852502486	True
LRRC37A4P	-12.8258533873598	-11.190263	0.93647295	2990	0.009280742459396751	2.9599218	113	0.962877030162413	True
TBC1D17	10.8627146968415	9.518834	0.16456209	19	0.9940338084189593	2.9049754	114	0.9625455750745774	True
IL1RL1	9.61628396553475	8.226769	0.21019082	49	0.9840901557838913	2.8927493	115	0.9622141199867418	True
DNAJB2	12.0090176466335	9.427143	0.15416092	20	0.9937023533311237	2.8197722	118	0.961219754723235	True
MYL3	11.4592902782059	9.389651	0.1530922	22	0.9930394431554525	2.8046224	119	0.9608882996353995	True
MYL4	11.2334862603326	9.362292	0.1524541	23	0.9927079880676168	2.7944438	120	0.9605568445475638	True
LYAR	14.660311954801	9.185228	0.15597165	25	0.9920450778919456	2.7758546	121	0.9602253894597282	True
SPINK1	11.1846648299608	9.404456	0.14557913	21	0.9933708982432881	2.7615395	122	0.9598939343718926	True
TNN	3.47779226344703	5.1946096	0.29611745	218	0.9280742459396751	2.7332628	123	0.959562479284057	True
SLURP1	9.19306941302431	8.987142	0.15259258	30	0.9903878024527677	2.709832	124	0.9592310241962214	True
PLB1	0.0	7.0714574	0.21581921	103	0.966191581040769	2.6643438	125	0.9588995691083858	True
SSH3	8.68661624563759	7.58928	0.1960067	83	0.9728206827974809	2.659809	126	0.9585681140205502	True
KLK8	8.22602777225906	8.4523325	0.16396165	40	0.9870732515744116	2.658288	127	0.9582366589327146	True
FGF21	12.5495367126812	9.042959	0.1405827	28	0.9910507126284388	2.6482873	128	0.957905203844879	True
CETN3	11.8131454612153	9.037094	0.14007524	29	0.9907192575406032	2.6438136	129	0.9575737487570434	True
TMEM161B-DT	-4.64127893751852	-9.345929	0.8153137	2916	0.03380841895923102	2.6309385	130	0.9572422936692079	True
IDS	10.9898713229684	8.757879	0.14479186	34	0.9890619821014253	2.609366	131	0.9569108385813723	True
GPC5	11.0490585549067	8.410849	0.15591428	44	0.9857474312230693	2.5990777	132	0.9565793834935367	True
CDHR5	0.0	6.8855524	0.20902233	115	0.9622141199867418	2.579963	133	0.956247928405701	True
SEMA3F	9.74594246966735	8.158301	0.16174392	51	0.98342724560822	2.5775878	134	0.9559164733178654	True
DDI2	9.06656742409243	8.041801	0.16449846	56	0.9817699701690421	2.5680785	135	0.9555850182300298	True
DGCR6	8.73254260315636	8.268858	0.15461306	48	0.9844216108717269	2.558683	136	0.9552535631421942	True
PSAP	9.71356375868885	9.147891	0.12039563	26	0.99171362280411	2.5473702	137	0.9549221080543586	True
CPM	8.53787267095454	7.8209734	0.16158809	68	0.9777925091150149	2.499773	139	0.9542591978786874	True
GASK1A	9.96270341454163	8.525475	0.13360351	39	0.9874047066622472	2.4872375	140	0.9539277427908518	True
FAS	6.53275508980279	6.8274546	0.1930056	118	0.961219754723235	2.4676902	141	0.9535962877030162	True
APOA4	11.5839621642045	7.4010234	0.1709308	87	0.9714948624461386	2.461867	142	0.9532648326151807	True
SERPINA3	8.54367189303679	7.8568883	0.15407127	66	0.9784554192906861	2.4614763	143	0.9529333775273451	True
EZR	8.86121405955557	7.8255267	0.15520464	67	0.9781239642028505	2.4613395	144	0.9526019224395095	True
SEPTIN3	9.82268274488233	7.9676943	0.14959876	59	0.9807756049055353	2.4590657	145	0.9522704673516739	True
TXNDC15	11.2881822659668	7.385563	0.17070897	90	0.9705004971826318	2.4569733	146	0.9519390122638383	True
CNDP1	8.92518373712474	8.4127245	0.12822264	42	0.9864103413987405	2.4282787	148	0.951276102088167	True
HGFAC	9.91211197938658	8.185274	0.13649975	50	0.9837587006960556	2.42764	149	0.9509446470003314	True
IDUA	12.9159870458751	8.560927	0.121844046	37	0.9880676168379184	2.4226022	150	0.9506131919124958	True
TNFSF13	9.14124818194768	7.387082	0.1623692	89	0.9708319522704674	2.4057522	151	0.9502817368246602	True
FRZB	7.18895665383622	6.7483983	0.18573487	121	0.9602253894597282	2.404722	152	0.9499502817368246	True
NAGA	10.9260754543901	8.77864	0.110424474	33	0.9893934371892609	2.401591	153	0.9496188266489891	True
CRTAP	8.40921920520516	7.820841	0.14448033	69	0.9774610540271793	2.39396	154	0.9492873715611535	True
PPME1	8.0965668251228	7.3284016	0.15975526	91	0.9701690420947962	2.3762205	156	0.9486244613854823	True
CENPF	0.0	6.993181	0.1705845	107	0.9648657606894265	2.3668098	157	0.9482930062976467	True
SERPINA12	6.85142732463464	6.966359	0.16958946	110	0.9638713954259198	2.3545465	158	0.9479615512098111	True
FCN1	9.95797942609587	7.7150965	0.1419149	78	0.974477958236659	2.354006	159	0.9476300961219755	True
ZNRD2	10.123087893462	8.591855	0.107799456	36	0.988399071925754	2.3428059	160	0.9472986410341399	True
FGFBP1	8.17212685726153	7.7155237	0.13970365	77	0.9748094133244946	2.3404307	161	0.9469671859463042	True
DCDC2C	8.40585323979846	8.105008	0.12517594	54	0.9824328803447133	2.3393347	162	0.9466357308584686	True
FAM20A	10.8266850623617	8.544224	0.108475775	38	0.9877361617500828	2.336136	163	0.946304275770633	True
SOD2	14.2407028263891	8.412533	0.11254868	43	0.9860788863109049	2.331318	165	0.9456413655949619	True
ERMAP	10.8907369720316	7.9648848	0.12642808	60	0.9804441498176997	2.3151538	166	0.9453099105071263	True
RCOR1	7.70126815760238	7.1747174	0.15445131	96	0.9685117666556181	2.3084114	167	0.9449784554192907	True
KEL	7.33076597850103	6.784747	0.16700499	120	0.9605568445475638	2.2971904	168	0.9446470003314551	True
GPA33	9.52815294478694	8.393988	0.10702812	45	0.9854159761352337	2.2929575	169	0.9443155452436195	True
SPARC	8.30589871159538	7.1647177	0.15225682	97	0.9681803115677826	2.292564	170	0.9439840901557839	True
BTD	0.0	6.668574	0.16912511	123	0.959562479284057	2.2838326	171	0.9436526350679483	True
BPIFB2	0.0	7.315558	0.14373256	92	0.9698375870069605	2.2742207	172	0.9433211799801127	True
SMPDL3A	0.0	8.295279	0.10726703	47	0.9847530659595625	2.2719467	173	0.9429897248922771	True
PPT1	7.56370557367726	7.783137	0.12604849	71	0.9767981438515081	2.2714002	174	0.9426582698044415	True
EPCAM	8.22677576675179	7.566752	0.13398717	84	0.9724892277096453	2.2711897	175	0.942326814716606	True
NGF	8.35786238069011	7.546889	0.13453525	85	0.9721577726218097	2.2700536	176	0.9419953596287703	True
ARSA	0.0	6.592316	0.16849568	124	0.9592310241962214	2.2625673	177	0.9416639045409347	True
ADAMTSL2	10.4355244851301	6.5923157	0.16849568	125	0.9588995691083858	2.2625673	178	0.9413324494530991	True
CA8	0.0	7.2174253	0.14513299	94	0.9691746768312893	2.2605233	179	0.9410009943652635	True
CDHR2	2.54797896044841	1.806732	0.3416439	607	0.7991382167716274	2.2429283	181	0.9403380841895923	True
POSTN	0.0	7.5305567	0.12942655	86	0.9718263175339742	2.234744	182	0.9400066291017567	True
PARP1	-0.200235911961455	-2.42448	0.49526873	1703	0.43586344050381176	2.2288687	183	0.9396751740139211	True
MEP1A	12.7800111131911	7.90037	0.114312574	63	0.979449784554193	2.2255416	184	0.9393437189260855	True
SERPINA4	7.54241597472901	6.8876095	0.15066102	114	0.9625455750745774	2.219565	185	0.9390122638382499	True
FGF5	7.47200325122078	6.5076003	0.16390426	129	0.9575737487570434	2.214877	186	0.9386808087504143	True
PDGFA	5.94607230802261	6.2408113	0.17284797	148	0.951276102088167	2.2093978	187	0.9383493536625788	True
NMNAT1	11.1238951422504	7.6431923	0.12062842	81	0.9734835929731521	2.2060034	188	0.9380178985747432	True
CPB1	8.44314441435998	8.153987	0.101280026	52	0.9830957905203845	2.2027373	189	0.9376864434869076	True
ARL17A	-15.9785889614823	-13.800058	0.9086374	3016	0.0006629101756711965	2.1932325	190	0.9373549883990719	True
EDIL3	7.37310210219642	6.9748545	0.14203724	108	0.964534305601591	2.186118	191	0.9370235333112363	True
ELOA	7.80060333845144	8.036567	0.10224482	57	0.9814385150812065	2.1819518	192	0.9366920782234007	True
IGFBP3	7.06833636457435	6.305781	0.16488472	143	0.9529333775273451	2.1749601	193	0.9363606231355651	True
AHSP	14.819592335699	7.159667	0.13252711	98	0.967848856479947	2.1694183	194	0.9360291680477295	True
PAPPA	11.8984559432875	6.4378414	0.15911505	133	0.956247928405701	2.169371	195	0.9356977129598939	True
CLEC4G	6.74115455208252	6.8424253	0.14370665	117	0.9615512098110706	2.1662698	196	0.9353662578720583	True
ASGR2	10.9691568397754	6.3116493	0.16258858	141	0.9535962877030162	2.1620994	197	0.9350348027842227	True
ENPP2	4.21458414128013	5.852185	0.17928734	165	0.9456413655949619	2.160676	198	0.9347033476963872	True
CELA2A	0.0	7.055624	0.13425927	105	0.9655286708650977	2.1564252	199	0.9343718926085516	True
MCEMP1	8.58826344325221	7.951605	0.09835344	61	0.9801126947298641	2.1385338	200	0.934040437520716	True
CAT	0.0	6.9972706	0.1332904	106	0.9651972157772621	2.1371403	201	0.9337089824328804	True
INPP5J	8.00936749080161	8.067157	0.09357405	55	0.9821014252568777	2.1353068	202	0.9333775273450448	True
NPM1	8.14183494752924	5.8576965	0.17475763	164	0.9459728206827975	2.133923	203	0.9330460722572091	True
AMPD3	8.95371515126118	4.907179	0.20871446	240	0.920782234007292	2.1273384	204	0.9327146171693735	True
CLSTN2	6.69780089786277	6.3293676	0.15571341	140	0.9539277427908518	2.1236246	205	0.9323831620815379	True
HAGH	15.8603090521469	7.7364645	0.102068886	76	0.9751408684123302	2.1124935	206	0.9320517069937023	True
CTSZ	0.0	7.8190084	0.09656613	70	0.9771295989393437	2.0972736	207	0.9317202519058667	True
ACYP1	10.9826158165452	6.9291987	0.12809055	111	0.9635399403380842	2.0894792	208	0.9313887968180311	True
TSPAN8	8.48879318894547	7.227548	0.115410835	93	0.9695061319191249	2.0790477	209	0.9310573417301956	True
SPESP1	9.40719086853019	5.9427814	0.16234519	159	0.9476300961219755	2.0765574	210	0.93072588664236	True
EIF4EBP1	7.71372571634209	5.905429	0.16300564	163	0.946304275770633	2.0721314	211	0.9303944315545244	True
PRDX2	0.0	8.310556	0.07369943	46	0.9850845210473981	2.0678678	212	0.9300629764666888	True
MATN2	5.44963630122849	5.654747	0.17140135	181	0.9403380841895923	2.0669334	213	0.9297315213788532	True
NAAA	0.0	7.757304	0.0938294	75	0.9754723235001658	2.0662937	214	0.9294000662910176	True
RSPO3	7.64530190532111	6.4805984	0.14071766	130	0.9572422936692079	2.065355	215	0.929068611203182	True
GSN	8.61836686952159	6.3644757	0.14452517	136	0.9552535631421942	2.0624425	217	0.9284057010275107	True
ADAMTSL5	9.13150210718472	5.967078	0.15696555	158	0.9479615512098111	2.0488286	219	0.9277427908518395	True
MCTS1	11.1682851564738	7.872384	0.08660232	65	0.9787868743785217	2.0478244	220	0.927411335764004	True
INSL5	7.83868826329938	5.6066284	0.16939408	186	0.9386808087504143	2.0435593	221	0.9270798806761684	True
RILP	6.74843205011897	7.642141	0.091167904	82	0.9731521378853165	2.0235999	222	0.9267484255883328	True
DSG3	6.69467798580002	5.4566	0.1712212	199	0.9343718926085516	2.0206769	223	0.9264169705004972	True
VCAN	7.05811283934591	6.6863647	0.12516445	122	0.9598939343718926	2.016063	224	0.9260855154126616	True
IL1RL2	5.97775170383277	5.8376064	0.1559683	167	0.9449784554192907	2.0131657	225	0.925754060324826	True
NTproBNP	7.09735726268782	7.2066045	0.105188005	95	0.9688432217434537	2.0110652	226	0.9254226052369904	True
LAMB1	8.67768455882138	5.0989857	0.18077703	224	0.9260855154126616	1.9982905	227	0.9250911501491548	True
PDGFB	5.99561576136967	6.2459574	0.1382714	147	0.9516075571760026	1.996772	228	0.9247596950613192	True
CCDC28A	6.47562980275663	5.7910366	0.1537445	170	0.9439840901557839	1.9888055	229	0.9244282399734836	True
HBQ1	14.2175809332062	7.9206533	0.07456834	62	0.9797812396420285	1.9844115	230	0.924096784885648	True
SNCA	2.90151523366461	3.6350088	0.23233238	352	0.883659264169705	1.983545	231	0.9237653297978125	True
CTSH	8.51134621139111	6.4738307	0.12540789	131	0.9569108385813723	1.9691479	232	0.9234338747099768	True
RLN2	4.5315268884686	4.944961	0.18173282	237	0.9217765992707988	1.96911	233	0.9231024196221412	True
YOD1	6.90757324222718	6.0298724	0.14124876	154	0.9492873715611535	1.9659528	234	0.9227709645343056	True
PADI4	6.68899218662904	6.9186096	0.10802232	112	0.9632084852502486	1.9629787	235	0.92243950944647	True
ZCCHC8	6.04620856296293	5.634631	0.15529685	184	0.9393437189260855	1.9627713	236	0.9221080543586344	True
ADCYAP1R1	7.16449715181504	5.6928315	0.15249987	177	0.9416639045409347	1.9587361	237	0.9217765992707988	True
PLA2G7	6.79199710909602	7.1428432	0.09855668	99	0.9675174013921114	1.9555353	239	0.9211136890951276	True
ATXN3	5.91779228260669	5.6929884	0.1506809	176	0.9419953596287703	1.9475245	240	0.920782234007292	True
TGM2	16.2373719032768	7.7796893	0.07374397	72	0.9764666887636725	1.9471989	241	0.9204507789194564	True
THPO	5.58429794039826	5.4235263	0.1605399	203	0.9330460722572091	1.947096	242	0.9201193238316208	True
AARSD1	11.175069352657	6.517888	0.120124154	128	0.957905203844879	1.9465142	243	0.9197878687437853	True
NID2	6.01899409718791	5.5156293	0.15595229	193	0.9363606231355651	1.9397125	245	0.919124958568114	True
MYOM3	7.53324216382648	5.537535	0.15415443	192	0.9366920782234007	1.9335866	246	0.9187935034802784	True
SKAP1	6.27312194017665	6.349251	0.12366593	137	0.9549221080543586	1.9299945	247	0.9184620483924428	True
NGFR	6.09238771971805	6.342662	0.12268722	138	0.954590652966523	1.9224417	248	0.9181305933046072	True
C8B	0.0	5.586699	0.15011525	188	0.9380178985747432	1.9198116	249	0.9177991382167716	True
TSHB	0.0	6.0925436	0.13076629	151	0.9502817368246602	1.9154142	250	0.917467683128936	True
HRG	6.23868938586434	5.54033	0.15056421	191	0.9370235333112363	1.9120238	251	0.9171362280411004	True
ACP1	8.85583357828598	6.3741503	0.119275175	135	0.9555850182300298	1.9085177	252	0.9168047729532648	True
PDGFC	6.81075745418382	5.8346686	0.1386707	168	0.9446470003314551	1.9055398	253	0.9164733178654292	True
ATG4A	7.73268787524671	5.4429445	0.15209173	200	0.934040437520716	1.8992821	254	0.9161418627775937	True
PCOLCE	2.98535908265621	5.5488167	0.14812887	190	0.9373549883990719	1.8988986	255	0.9158104076897581	True
RIDA	6.5514810071235	6.9697776	0.09501066	109	0.9642028505137554	1.8941805	256	0.9154789526019225	True
FCAMR	6.63994727816098	6.870036	0.098270886	116	0.9618826648989062	1.8916162	257	0.9151474975140869	True
VNN1	7.97211039516959	5.3121653	0.15510474	214	0.9294000662910176	1.888118	258	0.9148160424262513	True
ZHX2	4.01996918849118	5.18371	0.15964732	219	0.9277427908518395	1.886941	259	0.9144845873384156	True
UMOD	4.7123777740438	4.659559	0.17882119	260	0.91415313225058	1.886085	260	0.91415313225058	True
PRSS53	6.41149814439289	5.4405074	0.14927012	201	0.9337089824328804	1.88128	261	0.9138216771627444	True
CFI	5.65730167858155	5.61618	0.14231303	185	0.9390122638382499	1.8782845	262	0.9134902220749088	True
LIFR	7.63561114180615	4.8268576	0.17128284	246	0.9187935034802784	1.8775877	263	0.9131587669870732	True
GHR	6.98548639255309	5.410995	0.1486857	204	0.9327146171693735	1.8709427	264	0.9128273118992376	True
HNRNPUL1	6.65920550543873	5.217779	0.15510038	216	0.9287371561153464	1.8665875	265	0.9124958568114021	True
CA2	0.0	6.262076	0.116595194	146	0.9519390122638383	1.8664134	266	0.9121644017235665	True
C9	0.0	5.3455987	0.15007809	210	0.93072588664236	1.8646533	267	0.9118329466357309	True
CD69	-3.48742297043673	2.3479428	0.2603373	523	0.8269804441498178	1.863484	268	0.9115014915478953	True
HDAC8	-3.10689945662256	-2.8179893	0.4505501	1813	0.3994033808418959	1.8627084	269	0.9111700364600597	True
ADGRF5	3.71399817323631	0.896678	0.313245	754	0.7504143188597945	1.8599967	270	0.9108385813722241	True
IL17RB	13.4141506100342	6.8232813	0.08989148	119	0.9608882996353995	1.8291517	271	0.9105071262843885	True
DDT	8.34986860058507	7.065566	0.08087195	104	0.9658601259529334	1.8285794	272	0.9101756711965528	True
GDF15	5.14711474145407	5.066453	0.15368749	227	0.9250911501491548	1.8233755	273	0.9098442161087172	True
DNAJA4	5.8835972291258	5.752636	0.12504211	173	0.9429897248922771	1.8025807	274	0.9095127610208816	True
SGSH	6.18576272516321	6.468367	0.09761356	132	0.9565793834935367	1.7960418	275	0.909181305933046	True
